,ID,Sex,DR,Use,RecDate,BirthDate,Ht,Race,Edu,age,height
291,JWG0,M,5,TRN,03/20/86,06/10/61,"5'11""",WHT,BS,24.78,180.34
292,JWS0,M,4,TRN,01/24/86,01/12/40,"5'11""",WHT,BS,46.03,180.34
293,JWT0,M,1,TRN,02/26/86,03/25/53,"6'3""",WHT,BS,32.92,190.5
294,JXA0,M,5,TRN,03/19/86,01/13/50,"5'11""",WHT,BS,36.18,180.34
295,JXL0,M,4,TRN,01/29/86,10/24/27,"5'10""",WHT,HS,58.27,177.8
296,JXM0,F,5,TRN,01/31/86,03/10/58,"5'3""",BLK,HS,27.89,160.02
297,JXP0,F,4,TRN,01/22/86,04/23/62,"5'4""",WHT,BS,23.75,162.56
298,KAA0,F,2,TRN,01/31/86,10/26/58,"5'6""",WHT,BS,27.27,167.64
299,KAG0,M,7,TRN,04/09/86,10/01/39,"5'8""",WHT,BS,46.52,172.72
300,KAH0,M,2,TRN,03/21/86,07/25/56,"6'00""",WHT,MS,29.66,182.88
301,KAJ0,M,2,TRN,03/03/86,07/05/55,"5'6""",WHT,BS,30.66,167.64
302,KAM0,M,4,TRN,02/18/86,11/12/48,"6'0""",WHT,MS,37.27,182.88
303,KCH0,M,3,TST,02/25/86,01/23/56,"6'5""",WHT,PHD,30.09,195.58
304,KCL0,M,4,TST,02/13/86,01/12/47,"5'6""",WHT,BS,39.09,167.64
305,KDB0,M,7,TRN,03/18/86,09/25/55,"5'11""",WHT,MS,30.48,180.34
306,KDD0,M,8,TRN,03/31/86,12/14/55,"6'00""",WHT,MS,30.3,182.88
307,KDE0,F,7,TRN,01/24/86,06/20/62,"5'4""",WHT,AS,23.6,162.56
308,KDR0,M,7,TST,02/12/86,11/02/60,"6'2""",WHT,BS,25.28,187.96
309,KDT0,M,2,TRN,03/20/86,08/02/57,"5'08""",WHT,MS,28.63,172.72
310,KDW0,F,4,TRN,01/31/86,10/14/61,"5'0""",WHT,BS,24.3,152.4
311,KES0,M,6,TRN,02/05/86,06/05/55,"6'0""",WHT,BS,30.67,182.88
312,KFB0,F,1,TRN,04/09/86,09/14/55,"5'2""",WHT,BS,30.57,157.48
313,KJL0,M,7,TST,01/20/86,11/18/55,"6'1""",WHT,MS,30.17,185.42
314,KJO0,M,2,TRN,03/20/86,12/05/54,"6'00""",WHT,PHD,31.29,182.88
315,KKH0,F,5,TRN,02/13/86,04/12/58,"5'5""",WHT,MS,27.84,165.1
316,KLC0,F,4,TRN,04/10/86,05/05/60,"5'5""",WHT,BS,25.93,165.1
317,KLC1,F,6,TRN,04/24/86,06/23/62,"5'6""",WHT,BS,23.84,167.64
318,KLH0,F,8,TRN,02/06/86,07/26/61,"5'6""",WHT,BS,24.53,167.64
319,KLN0,M,6,TRN,04/07/86,01/03/57,"5'8""",WHT,BS,29.26,172.72
320,KLR0,M,7,TRN,04/29/86,12/04/59,"6'0""",WHT,BS,26.4,182.88
321,KLS0,M,1,TRN,03/05/86,07/01/52,"5'6""",WHT,MS,33.68,167.64
322,KLS1,M,3,TRN,03/25/86,12/29/61,"6'01""",WHT,BS,24.24,185.42
323,KLT0,M,5,TST,02/03/86,06/13/62,"5'11""",WHT,BS,23.64,180.34
324,KLW0,M,1,TRN,04/01/86,11/22/56,"5'09""",WHT,PHD,29.36,175.26
325,KMS0,F,3,TST,03/14/86,04/06/47,"5'08""",WHT,MS,38.94,172.72
326,KRG0,M,8,TRN,03/14/86,08/10/60,"6'00""",WHT,MS,25.59,182.88
327,KSR0,F,7,TRN,01/21/86,02/13/61,"5'8""",WHT,BS,24.94,172.72
328,KXL0,M,3,TRN,01/29/86,10/24/59,"5'11""",WHT,BS,26.27,180.34
329,LAC0,F,3,TRN,03/21/86,03/23/61,"5'06""",WHT,BS,24.99,167.64
330,LAG0,F,6,TRN,03/11/86,12/20/61,"5'02""",WHT,BS,24.22,157.48
331,LAS0,F,7,TST,03/14/86,12/05/61,"5'06""",WHT,BS,24.27,167.64
332,LBC0,M,4,TRN,02/05/86,07/01/56,"5'10""",WHT,MS,29.6,177.8
333,LBW0,F,4,TST,02/03/86,04/26/61,"5'7""",WHT,BS,24.77,170.18
334,LEH0,F,7,TRN,04/24/86,09/18/61,"5'5""",WHT,BS,24.6,165.1
335,LEL0,M,4,TRN,02/05/86,01/27/59,"5'7""",WHT,MS,27.02,170.18
336,LET0,F,7,TRN,01/23/86,09/14/61,"5'4""",WHT,BS,24.36,162.56
337,LHD0,F,4,TRN,02/21/86,07/12/47,"5'4""",WHT,MS,38.61,162.56
338,LIH0,M,5,TST,01/29/86,01/10/62,"6'0""",BLK,??,24.05,182.88
339,LJA0,F,5,TRN,05/08/86,03/23/54,"5'7""",WHT,MS,32.13,170.18
340,LJB0,M,4,TST,02/18/86,12/14/58,"5'11""",WHT,HS,27.18,180.34
341,LJC0,M,4,TRN,02/04/86,05/04/61,"5'10""",WHT,BS,24.75,177.8
342,LJD0,F,3,TRN,03/19/86,03/06/61,"5'06""",WHT,BS,25.04,167.64
343,LJG0,F,5,TRN,04/09/86,02/17/22,"5'7""",WHT,MS,64.14,170.18
344,LJH0,M,4,TRN,02/20/86,03/15/50,"6'0""",AMR,AS,35.93,182.88
345,LKD0,F,4,TST,02/25/86,10/02/62,"5'5""",WHT,BS,23.4,165.1
346,LKM0,F,4,TRN,02/05/86,01/16/51,"5'2""",WHT,HS,35.05,157.48
347,LLL0,M,4,TST,02/25/86,05/27/59,"5'6""",WHT,BS,26.75,167.64
348,LMA0,F,2,TRN,02/05/86,06/20/60,"5'8""",WHT,BS,25.63,172.72
349,LMC0,F,2,TRN,02/25/86,11/10/63,"5'8""",WHT,BS,22.29,172.72
350,LMK0,F,5,TRN,04/21/86,05/10/60,"5'0""",WHT,BS,25.95,152.4
351,LNH0,F,6,TST,02/03/86,09/26/60,"5'8""",WHT,BS,25.36,172.72
352,LNS0,M,3,TRN,02/28/86,11/27/59,"5'6""",WHT,HS,26.25,167.64
353,LNT0,M,3,TST,02/12/86,04/09/53,"5'6""",BLK,MS,32.84,167.64
354,LOD0,F,5,TRN,02/13/86,12/05/52,"5'2""",WHT,BS,33.19,157.48
355,LSH0,M,4,TRN,03/03/86,08/14/54,"5'9""",WHT,BS,31.55,175.26
356,LTM0,F,3,TRN,05/02/86,12/21/60,"5'2""",WHT,BS,25.36,157.48
357,MAA0,M,2,TRN,03/13/86,07/12/59,"5'10""",WHT,BS,26.67,177.8
358,MAB0,M,3,TST,02/25/86,03/16/58,"5'10""",WHT,HS,27.95,177.8
359,MAB1,M,5,TRN,03/14/86,12/20/54,"6'02""",WHT,BS,31.23,187.96
360,MAF0,F,4,TST,03/11/86,03/07/44,"5'05""",WHT,BS,42.01,165.1
361,MAG0,M,2,TRN,01/23/86,10/21/63,"6'2""",WHT,BS,22.26,187.96
362,MAH0,F,5,TST,02/13/86,01/30/63,"5'3""",WHT,AS,23.04,160.02
363,MAH1,F,7,TRN,03/19/86,05/21/61,"5'07""",WHT,BS,24.83,170.18
364,MAM0,M,3,TRN,04/07/86,07/01/61,"5'11""",WHT,BS,24.77,180.34
365,MAR0,M,3,TRN,02/20/86,12/06/57,"5'9""",WHT,??,28.21,175.26
366,MBG0,F,8,TRN,01/27/86,01/10/55,"5'4""",WHT,BS,31.05,162.56
367,MBS0,M,4,TRN,01/24/86,03/17/60,"6'2""",BLK,BS,25.86,187.96
368,MCC0,M,5,TRN,02/20/86,06/10/58,"5'8""",WHT,BS,27.7,172.72
369,MCM0,F,4,TST,01/29/86,11/19/59,"5'6""",WHT,BS,26.19,167.64
370,MDB0,M,6,TRN,04/10/86,04/07/54,"5'10""",WHT,BS,32.01,177.8
371,MDB1,M,2,TST,04/11/86,06/03/62,"5'10""",WHT,BS,23.86,177.8
372,MDG0,M,7,TRN,01/24/86,10/08/52,"5'10""",WHT,BS,33.3,177.8
373,MDH0,M,3,TST,04/18/86,05/25/57,"6'0""",WHT,MS,28.9,182.88
374,MDM0,M,4,TRN,02/18/86,12/08/58,"6'3""",WHT,HS,27.2,190.5
375,MDM1,M,5,TRN,03/03/86,09/13/57,"6'0""",WHT,HS,28.47,182.88
376,MDM2,M,2,TST,03/10/86,01/14/59,"5'11""",WHT,MS,27.15,180.34
377,MDS0,M,2,TRN,02/21/86,07/05/65,"6'0""",WHT,HS,20.63,182.88
378,MEA0,M,8,TRN,02/26/86,08/05/62,"5'8""",WHT,MS,23.56,172.72
379,MEB0,M,3,TRN,02/25/86,02/25/42,"6'0""",???,BS,44.0,182.88
380,MEM0,F,1,TRN,02/25/86,06/17/28,"5'7""",WHT,HS,57.69,170.18
381,MGC0,M,4,TRN,02/17/86,02/26/53,"6'2""",WHT,BS,32.98,187.96
382,MGD0,F,6,TST,03/31/86,10/29/31,"5'05""",WHT,HS,54.42,165.1
383,MGG0,M,1,TRN,05/08/86,06/30/60,"6'2""",WHT,MS,25.86,187.96
384,MGK0,M,2,TRN,02/20/86,11/16/63,"6'2""",WHT,BS,22.26,187.96
385,MJB0,F,2,TRN,01/29/86,06/18/63,"5'5""",WHT,HS,22.61,165.1
386,MJB1,M,3,TRN,02/28/86,03/30/59,"6'0""",WHT,BS,26.92,182.88
387,MJF0,F,3,TRN,02/06/86,12/13/54,"5'5""",WHT,MS,31.15,165.1
388,MJR0,M,3,TST,04/17/86,12/11/53,"6'1""",WHT,BS,32.35,185.42
389,MJU0,F,6,TRN,02/27/86,04/23/59,"5'3""",???,HS,26.85,160.02
390,MKC0,F,7,TRN,05/06/86,12/09/58,"5'6""",WHT,MS,27.41,167.64
391,MKF0,F,2,TRN,03/24/86,08/07/58,"5'03""",WHT,BS,27.63,160.02
392,MLD0,F,8,TST,03/26/86,08/17/60,"5'02""",WHT,MS,25.61,157.48
393,MLM0,M,8,TRN,03/20/86,06/20/47,"6'04""",WHT,MS,38.75,193.04
394,MMH0,F,2,TRN,03/25/86,01/14/63,"5'06""",WHT,BS,23.19,167.64
395,MML0,F,7,TST,04/21/86,08/27/61,"5'11""",WHT,BS,24.65,180.34
396,MPG0,F,5,TRN,04/08/86,12/23/32,"5'5""",WHT,HS,53.29,165.1
397,MPM0,M,8,TRN,04/29/86,02/06/56,"5'10""",WHT,BS,30.23,177.8
398,MRP0,M,1,TRN,02/28/86,01/15/59,"5'7""",WHT,HS,27.12,170.18
399,MSM0,M,3,TRN,01/21/86,02/03/63,"5'10""",WHT,BS,22.96,177.8
400,MVP0,M,5,TRN,02/13/86,03/29/61,"5'8""",WHT,BS,24.88,172.72
401,MWB0,M,5,TRN,04/10/86,09/17/62,"5'6""",WHT,??,23.56,167.64
402,MWH0,M,3,TST,01/16/86,06/28/59,"6'0""",WHT,BS,26.55,182.88
403,MWS0,M,8,TRN,03/20/86,02/03/61,"6'00""",WHT,BS,25.13,182.88
404,MWS1,M,7,TRN,05/05/86,12/01/54,"5'6""",WHT,MS,31.43,167.64
405,MXS0,M,2,TRN,03/19/86,05/29/54,"5'04""",WHT,AS,31.81,162.56
406,NET0,M,4,TRN,03/07/86,12/02/37,"5'11""",WHT,??,48.26,180.34
407,NJM0,M,7,TST,04/01/86,03/30/55,"6'02""",WHT,BS,31.01,187.96
408,NKL0,F,8,TRN,03/20/86,02/07/61,"5'07""",WHT,BS,25.11,170.18
409,NLP0,F,5,TST,03/07/86,09/09/55,"5'8""",WHT,BS,30.49,172.72
410,NLS0,M,7,TST,03/13/86,03/10/44,"6'00""",WHT,BS,42.01,182.88
411,NMR0,F,4,TST,02/27/86,09/08/54,"5'8""",WHT,MS,31.47,172.72
412,NTB0,F,3,TRN,01/31/86,12/15/60,"5'8""",WHT,MS,25.13,172.72
413,NTW0,M,7,TRN,05/02/86,04/22/61,"6'4""",WHT,BS,25.03,193.04
414,PAB0,M,7,TST,01/23/86,04/10/54,"5'7""",WHT,BS,31.79,170.18
415,PAB1,F,7,TRN,03/12/86,04/09/62,"5'10""",WHT,BS,23.92,177.8
416,PAC0,F,7,TRN,02/13/86,03/18/62,"5'2""",???,BS,23.91,157.48
417,PAD0,F,6,TRN,02/21/86,09/23/55,"5'3""",WHT,MS,30.41,160.02
418,PAF0,F,4,TRN,04/29/86,06/15/43,"5'5""",WHT,AS,42.87,165.1
419,PAM0,M,8,TST,01/30/86,12/24/57,"6'0""",WHT,MS,28.1,182.88
420,PAM1,M,6,TST,01/31/86,06/07/34,5'11,WHT,MS,51.65,154.94
421,PAR0,M,7,TRN,04/01/86,01/21/61,"5'08""",WHT,BS,25.19,172.72
422,PAS0,F,2,TST,04/01/86,03/20/63,"5'06""",WHT,BS,23.03,167.64
423,PAZ0,F,3,TRN,04/02/86,04/15/54,"5'5""",WHT,BS,31.96,165.1
424,PCS0,M,4,TST,02/25/86,11/17/60,"5'11""",WHT,BS,25.27,180.34
425,PDF0,M,2,TST,03/25/86,04/27/56,"5'11""",WHT,BS,29.91,180.34
426,PEB0,M,4,TRN,02/04/86,05/31/55,"6'0""",WHT,BS,30.68,182.88
427,PFU0,M,7,TRN,02/06/86,11/18/56,"5'7""",WHT,BS,29.22,170.18
428,PGH0,M,1,TRN,03/26/86,09/10/63,"5'08""",WHT,BS,22.54,172.72
429,PGL0,M,2,TST,01/20/86,06/29/61,"6'0""",WHT,BS,24.56,182.88
430,PGR0,M,1,TRN,03/03/86,11/24/61,"5'8""",WHT,BS,24.27,172.72
431,PGR1,M,6,TRN,03/18/86,12/21/59,"5'10""",WHT,BS,26.24,177.8
432,PJF0,F,2,TRN,04/23/86,04/27/60,"5'4""",WHT,BS,25.99,162.56
433,PKT0,F,3,TST,03/25/86,08/09/61,"5'04""",WHT,BS,24.63,162.56
434,PLB0,M,4,TST,02/27/86,03/08/52,"6'1""",WHT,HS,33.97,185.42
435,PLS0,F,8,TRN,04/02/86,03/03/65,"5'6""",WHT,HS,21.08,167.64
436,PMB0,M,5,TRN,03/18/86,06/10/10,"5'07""",WHT,BS,75.77,170.18
437,PMY0,F,5,TRN,01/27/86,06/25/58,"5'6""",BLK,HS,27.59,167.64
438,PPC0,M,2,TRN,03/03/86,04/03/60,"5'5""",WHT,BS,25.92,165.1
439,PRB0,M,2,TRN,01/31/86,08/29/53,"5'8""",WHT,AS,32.42,172.72
440,PRD0,M,3,TRN,03/04/86,07/03/50,"5'9""",WHT,AS,35.67,175.26
441,PRK0,M,4,TRN,01/17/86,03/10/58,"5'11""",WHT,MS,27.86,180.34
442,PRT0,M,4,TRN,01/31/86,03/07/53,"5'9""",WHT,PHD,32.9,175.26
443,PSW0,M,1,TRN,05/02/86,02/11/62,"5'10""",WHT,BS,24.22,177.8
444,PWM0,M,4,TST,01/23/86,02/12/56,"6'2""",WHT,BS,29.95,187.96
445,RAB0,M,2,TRN,02/04/86,04/02/54,"5'9""",WHT,BS,31.84,175.26
446,RAB1,M,4,TRN,03/13/86,02/05/53,"5'08""",WHT,PHD,33.1,172.72
447,RAI0,M,1,TRN,03/04/86,01/02/61,"5'8""",WHT,BS,25.17,172.72
448,RAM0,M,5,TRN,02/12/86,10/31/60,"6'1""",WHT,BS,25.28,185.42
449,RAM1,F,2,TST,02/25/86,11/10/60,"5'6""",WHT,MS,25.29,167.64
450,RAV0,M,5,TRN,04/16/86,11/13/60,"6'4""",WHT,MS,25.42,193.04
451,RBC0,M,3,TRN,02/04/86,05/05/60,"6'1""",WHT,HS,25.75,185.42
452,RCG0,M,1,TRN,03/04/86,04/14/45,"6'1""",WHT,MS,40.89,185.42
453,RCS0,M,7,TST,02/04/86,12/07/46,"6'0""",WHT,MS,39.16,182.88
454,RCW0,M,2,TRN,02/25/86,07/14/58,"6'3""",WHT,BS,27.62,190.5
455,RCZ0,M,2,TST,03/25/86,04/02/58,"5'09""",WHT,MS,27.98,175.26
456,RDD0,M,1,TRN,04/24/86,12/25/43,"5'11""",WHT,BS,42.33,180.34
457,RDM0,M,8,TRN,04/07/86,09/28/49,"6'2""",WHT,PHD,36.52,187.96
458,RDS0,M,3,TRN,01/28/86,09/03/53,"6'0""",WHT,MS,32.4,182.88
459,REB0,M,1,TST,02/25/86,12/04/58,"6'0""",WHT,BS,27.23,182.88
460,REE0,M,3,TRN,01/20/86,08/25/61,"6'6""",WHT,BS,24.4,198.12
461,REH0,F,7,TRN,02/18/86,07/20/62,"5'7""",WHT,BS,23.58,170.18
462,REH1,M,3,TRN,04/07/86,05/12/61,"5'9""",WHT,BS,24.9,175.26
463,REM0,M,7,TRN,04/02/86,10/05/34,"6'2""",WHT,BS,51.49,187.96
464,RES0,M,8,TST,02/03/86,06/19/62,"6'4""",WHT,BS,23.63,193.04
465,REW0,F,4,TST,02/12/86,06/19/52,"5'4""",WHT,MS,33.65,162.56
466,REW1,M,5,TRN,03/18/86,04/08/58,"6'00""",WHT,BS,27.94,182.88
467,RFK0,M,2,TRN,05/07/86,12/03/51,"6'2""",WHT,BS,34.43,187.96
468,RFL0,M,4,TRN,01/27/86,09/22/52,"5'4""",WHT,BS,33.35,162.56
469,RGG0,M,2,TST,01/31/86,05/10/61,"6'0""",WHT,BS,24.73,182.88
470,RGM0,M,4,TRN,01/28/86,09/27/54,"6'0""",BLK,HS,31.34,182.88
471,RGS0,M,2,TRN,02/25/86,07/14/63,"5'8""",WHT,HS,22.62,172.72
472,RHL0,M,2,TRN,03/19/86,02/08/54,"5'09""",WHT,MS,32.11,175.26
473,RJB0,F,6,TRN,03/04/86,07/18/59,"5'4""",WHT,PHD,26.63,162.56
474,RJB1,M,3,TRN,04/17/86,09/01/62,"6'4""",WHT,BS,23.63,193.04
475,RJH0,M,2,TRN,03/20/86,02/19/44,"5'09""",WHT,PHD,42.08,175.26
476,RJM0,M,2,TRN,02/04/86,10/21/56,"6'0""",WHT,BS,29.29,182.88
477,RJM1,M,2,TRN,02/14/86,07/03/47,"6'0""",WHT,MS,38.62,182.88
478,RJM3,M,5,TST,03/07/86,08/09/34,"6'01""",WHT,HS,51.58,185.42
479,RJM4,M,7,TST,03/14/86,08/03/50,"5'08""",WHT,MS,35.61,172.72
480,RJO0,M,1,TST,02/25/86,05/15/51,"5'10""",WHT,BS,34.78,177.8
481,RJR0,M,6,TST,01/29/86,04/15/58,"5'9""",???,MS,27.79,175.26
482,RJS0,M,6,TST,03/06/86,07/20/60,"5'07""",WHT,BS,25.63,170.18
483,RJT0,M,2,TRN,03/18/86,09/12/41,"6'00""",WHT,BS,44.51,182.88
484,RKM0,M,5,TRN,02/11/86,10/27/56,"5'11""",BLK,BS,29.29,180.34
485,RKO0,M,4,TST,02/27/86,02/07/41,"6'3""",WHT,HS,45.05,190.5
486,RLD0,M,5,TRN,04/02/86,12/25/55,"5'9""",WHT,MS,30.27,175.26
487,RLJ0,M,2,TRN,03/04/86,12/06/51,"5'8""",WHT,BS,34.24,172.72
488,RLJ1,M,7,TRN,04/23/86,07/05/60,"6'0""",WHT,BS,25.8,182.88
489,RLK0,M,8,TRN,03/12/86,05/25/51,"6'00""",WHT,BS,34.8,182.88
490,RLL0,F,2,TRN,03/19/86,07/24/62,"5'06""",WHT,BS,23.65,167.64
491,RLR0,M,2,TRN,01/30/86,03/29/59,"5'10""",WHT,MS,26.84,177.8
492,RMB0,M,6,TRN,04/01/86,05/29/53,"6'00""",???,BS,32.84,182.88
493,RMG0,M,7,TRN,05/08/86,11/01/43,"5'11""",WHT,PHD,42.52,180.34
494,RMH0,M,7,TRN,04/17/86,02/26/60,"6'2""",WHT,BS,26.14,187.96
495,RML0,M,5,TRN,03/04/86,03/19/53,"6'3""",WHT,BS,32.96,190.5
496,RMS0,M,2,TRN,03/12/86,03/11/60,"5'07""",WHT,BS,26.0,170.18
497,RMS1,M,7,TST,03/14/86,04/27/60,"6'00""",WHT,BS,25.88,182.88
498,RNG0,F,4,TST,02/25/86,09/21/61,"5'6""",WHT,HS,24.43,167.64
499,ROA0,M,4,TST,02/17/86,10/08/62,"6'3""",WHT,HS,23.36,190.5
500,RPC0,M,7,TST,01/22/86,09/14/60,"5'9""",WHT,BS,25.36,175.26
501,RPC1,M,7,TRN,03/13/86,12/12/62,"6'03""",WHT,BS,23.25,190.5
502,RPP0,M,5,TST,01/29/86,09/12/58,"5'11""",WHT,MS,27.38,180.34
503,RRE0,M,8,TRN,02/20/86,12/16/50,"5'10""",WHT,HS,35.18,177.8
504,RRK0,M,5,TST,02/13/86,07/18/41,"5'9""",WHT,MS,44.57,175.26
505,RSO0,M,1,TRN,04/18/86,06/16/60,"6'0""",WHT,MS,25.84,182.88
506,RSP0,M,4,TRN,03/04/86,09/20/53,"5'10""",WHT,HS,32.45,177.8
507,RTC0,M,3,TRN,03/11/86,02/07/58,"6'00""",WHT,BS,28.09,182.88
508,RTJ0,M,3,TRN,02/27/86,11/14/37,"5'11""",WHT,HS,48.29,180.34
509,RTK0,M,3,TST,01/14/86,08/08/58,"6'0""",WHT,MS,27.43,182.88
510,RVG0,M,5,TRN,01/23/86,04/14/54,"6'0""",WHT,BS,31.78,182.88
511,RWA0,M,3,TRN,04/08/86,05/05/60,"5'9""",WHT,BS,25.93,175.26
512,RWS0,M,1,TRN,01/20/86,03/10/59,"6'2""",WHT,BS,26.86,187.96
513,RWS1,M,5,TST,01/23/86,07/23/58,"5'10""",WHT,BS,27.5,177.8
514,RXB0,M,6,TRN,04/02/86,03/16/60,"5'10""",???,MS,26.05,177.8
515,SAG0,F,5,TRN,02/20/86,10/01/41,"5'5""",WHT,HS,44.39,165.1
516,SAH0,F,1,TRN,02/05/86,03/09/63,"5'9""",WHT,BS,22.91,175.26
517,SAH1,M,7,TRN,04/24/86,11/13/46,"5'10""",WHT,BS,39.45,177.8
518,SAK0,F,4,TRN,02/14/86,05/25/61,"5'2""",WHT,MS,24.72,157.48
519,SAS0,M,5,TRN,02/25/86,12/13/59,"6'4""",WHT,BS,26.2,193.04
520,SAT0,M,2,TRN,03/20/86,07/21/60,"5'11""",WHT,BS,25.66,180.34
521,SAT1,M,6,TRN,05/06/86,02/10/57,"5'5""",WHT,MS,29.23,165.1
522,SBK0,F,6,TRN,05/02/86,08/13/62,"5'2""",WHT,BS,23.72,157.48
523,SCN0,F,2,TRN,02/06/86,11/27/59,"5'2""",WHT,BS,26.19,157.48
524,SDB0,M,7,TRN,04/15/86,06/20/57,"5'11""",WHT,MS,28.82,180.34
525,SDC0,F,5,TRN,02/18/86,07/16/61,"5'5""",WHT,BS,24.59,165.1
526,SDH0,M,5,TRN,04/09/86,11/25/61,"6'0""",WHT,BS,24.37,182.88
527,SDJ0,F,6,TRN,01/21/86,08/21/62,"5'7""",WHT,BS,23.42,170.18
528,SDS0,M,6,TRN,05/07/86,12/10/58,"5'8""",WHT,MS,27.41,172.72
529,SEM0,F,4,TST,01/30/86,10/07/64,"5'0""",WHT,HS,21.31,152.4
530,SEM1,M,5,TRN,03/06/86,02/12/47,"6'0""",WHT,PHD,39.06,182.88
531,SES0,M,7,TRN,04/02/86,09/11/63,"5'8""",WHT,BS,22.56,172.72
532,SFH0,M,4,TRN,02/03/86,01/14/60,"5'10""",SPN,HS,26.05,177.8
533,SFH1,M,5,TST,02/11/86,05/03/59,"5'9""",WHT,MS,26.78,175.26
534,SFV0,M,3,TRN,02/11/86,04/28/51,"6'3""",WHT,BS,34.79,190.5
535,SGF0,F,6,TRN,03/26/86,05/10/42,"5'05""",WHT,MS,43.88,165.1
536,SJG0,F,5,TRN,03/31/86,07/14/57,"5'03""",BLK,BS,28.71,160.02
537,SJK0,M,6,TRN,04/07/86,08/09/31,"5'7""",WHT,BS,54.66,170.18
538,SJK1,F,1,TRN,04/18/86,01/16/61,"5'6""",WHT,BS,25.25,167.64
539,SJS0,F,3,TRN,01/28/86,04/12/57,"5'0""",WHT,BS,28.8,152.4
540,SJS1,M,1,TST,02/11/86,07/23/60,"5'9""",???,BS,25.55,175.26
541,SJW0,F,3,TRN,02/20/86,08/15/39,"5'5""",WHT,HS,46.52,165.1
542,SKC0,F,3,TRN,03/03/86,04/10/61,"6'0""",WHT,AS,24.9,182.88
543,SKL0,F,2,TRN,03/21/86,12/11/61,"5'06""",WHT,BS,24.28,167.64
544,SKP0,F,5,TRN,01/20/86,12/15/61,"5'8""",WHT,BS,24.1,172.72
545,SLB0,M,8,TST,01/30/86,03/05/55,"5'6""",WHT,MS,30.9,167.64
546,SLB1,F,2,TST,02/12/86,09/18/53,"5'8""",WHT,MS,32.4,172.72
547,SLS0,F,3,TRN,04/29/86,02/24/63,"5'9""",WHT,BS,23.18,175.26
548,SMA0,F,1,TRN,04/11/86,07/31/43,"5'3""",WHT,??,42.7,160.02
549,SMC0,M,4,TRN,02/12/86,11/16/55,"5'8""",WHT,MS,30.24,172.72
550,SMM0,F,5,TRN,02/18/86,12/09/55,"5'6""",WHT,MS,30.19,167.64
551,SMR0,M,6,TRN,02/28/86,02/09/52,"6'2""",WHT,BS,34.05,187.96
552,SMS0,M,4,TRN,03/05/86,09/19/39,"5'9""",WHT,??,46.46,175.26
553,SMS1,F,5,TRN,03/18/86,06/19/61,"5'00""",WHT,BS,24.75,152.4
554,SPM0,F,7,TRN,02/05/86,06/20/55,"5'4""",WHT,PHD,30.63,162.56
555,SRG0,M,4,TRN,02/03/86,03/18/60,"5'8""",WHT,BS,25.88,172.72
556,SRH0,F,2,TRN,02/14/86,06/25/62,"5'4""",WHT,HS,23.64,162.56
557,SRR0,M,5,TRN,01/23/86,10/21/61,"5'9""",WHT,BS,24.26,175.26
558,SSB0,F,4,TRN,05/09/86,08/02/53,"5'5""",WHT,BS,32.77,165.1
559,STF0,M,4,TRN,02/27/86,07/22/59,"5'10""",WHT,BS,26.6,177.8
560,STK0,M,1,TST,04/17/86,12/04/60,"5'11""",WHT,BS,25.37,180.34
561,SVS0,M,6,TRN,03/31/86,09/04/59,"6'02""",HSP,BS,26.57,187.96
562,SXA0,F,7,TST,01/21/86,07/31/59,"5'8""",WHT,BS,26.48,172.72
563,TAA0,M,3,TST,02/13/86,12/10/61,"5'6""",WHT,BS,24.18,167.64
564,TAB0,M,7,TRN,04/01/86,09/27/60,"6'02""",WHT,BS,25.51,187.96
565,TAJ0,F,6,TRN,02/20/86,05/30/60,"5'5""",WHT,BS,25.73,165.1
566,TAS0,M,4,TRN,02/26/86,01/31/60,"5'11""",WHT,BS,26.07,180.34
567,TAS1,M,2,TST,03/12/86,04/22/57,"5'11""",WHT,HS,28.89,180.34
568,TAT0,M,5,TRN,01/21/86,08/08/50,"6'3""",WHT,BS,35.45,190.5
569,TAT1,M,2,TRN,02/28/86,05/20/62,"6'0""",WHT,BS,23.78,182.88
570,TBC0,M,2,TRN,01/29/86,10/19/59,"6'6""",WHT,BS,26.28,198.12
571,TBR0,F,1,TRN,03/26/86,09/11/61,"5'04""",WHT,HS,24.54,162.56
572,TBW0,F,5,TRN,02/21/86,07/27/63,"5'9""",WHT,HS,22.57,175.26
573,TCS0,M,8,TRN,02/21/86,02/19/57,"5'8""",???,HS,29.01,172.72
574,TDB0,M,2,TRN,02/27/86,07/07/56,"6'2""",WHT,??,29.64,187.96
575,TDP0,M,5,TRN,03/20/86,09/16/62,"6'00""",BLK,BS,23.51,182.88
576,TDT0,M,3,TST,04/11/86,11/29/55,"5'9""",WHT,BS,30.37,175.26
577,TEB0,M,4,TST,01/23/86,03/07/60,"5'6""",WHT,BS,25.88,167.64
578,TER0,M,7,TRN,01/27/86,08/29/46,"5'9""",WHT,MS,39.41,175.26
579,THC0,M,3,TST,04/16/86,07/01/59,"5'10""",WHT,MS,26.79,177.8
580,TJG0,M,2,TRN,03/20/86,11/27/61,"6'03""",WHT,BS,24.31,190.5
581,TJM0,M,3,TRN,02/04/86,05/22/56,"5'7""",WHT,MS,29.7,170.18
582,TJS0,M,1,TRN,01/30/86,03/29/62,"5'10""",WHT,BS,23.84,177.8
